county,max_age,r_count,r_rate,n_registered,state
BRISTOL,99,0.9935940945820254,0.7866012519688494,38097,RI
KENT,99,0.99618760473696355,0.7935552955685548,126554,RI
NEWPORT,99,0.997921395978995,0.7973590748502233,60832,RI
PROVIDENCE,99,0.9987313830651031,0.8551454861419898,438579,RI
WASHINGTON,99,0.9979562683159138,0.8086847072760281,101218,RI
